Product ID,Category,Sub-Category,Supplier Name,Supplier Region,Lead Time (Days),Cost per Unit,Quality Score,Delivery Accuracy (%),Reliability Rating,Reorder Level,Max Order Qty,Min Order Qty,Avg Monthly Orders,Annual Supply Value,Contact Email
OFF-PA-10011126,Office Supplies,Paper,Gamma Electronics,West,5,455.64,4.9,83.87,2,86,319,27,288,1574691.84,gamma@supplier.com
FUR-TA-10011127,Furniture,Tables,Gamma Electronics,North,3,74.37,2.1,84.9,8,82,508,5,332,296290.08,gamma@supplier.com
FUR-CH-10011128,Furniture,Chairs,Delta Stationery,North,3,120.12,3.9,86.36,5,93,126,19,469,676035.36,delta@supplier.com
TEC-PH-10011129,Technology,Phones,Beta Office Supplies,South,3,350.67,2.4,80.18,8,60,760,7,458,1927282.32,beta@supplier.com
FUR-BO-10011130,Furniture,Bookcases,Omega Imports,North,5,436.02,1.9,82.2,6,71,165,27,76,397650.24,omega@supplier.com
FUR-TA-10011131,Furniture,Tables,Omega Imports,Central,10,123.66,4.4,93.54,1,75,365,45,377,559437.84,omega@supplier.com
FUR-CH-10011132,Furniture,Chairs,Delta Stationery,East,5,160.11,2.5,94.07,1,33,696,26,386,741629.52,delta@supplier.com
FUR-TA-10011133,Furniture,Tables,Omega Imports,West,9,106.45,2.9,94.23,3,98,906,16,468,597823.2,omega@supplier.com
TEC-PH-10011134,Technology,Phones,Beta Office Supplies,East,6,129.3,3.9,99.4,3,30,751,50,309,479444.4,beta@supplier.com
FUR-BO-10011135,Furniture,Bookcases,Omega Imports,North,6,218.93,3.2,84.96,6,25,433,48,347,911624.52,omega@supplier.com
FUR-TA-10011136,Furniture,Tables,Delta Stationery,South,3,449.69,1.8,94.31,7,44,137,42,259,1397636.52,delta@supplier.com
TEC-AC-10011137,Technology,Accessories,Gamma Electronics,Central,8,372.64,3.8,99.23,1,20,747,10,229,1024014.72,gamma@supplier.com
TEC-MA-10011138,Technology,Machines,Omega Imports,East,8,61.93,1.9,97.05,6,93,464,3,257,190992.12,omega@supplier.com
OFF-PA-10011139,Office Supplies,Paper,Delta Stationery,East,6,482.24,2.5,86.32,3,74,311,10,200,1157376.0,delta@supplier.com
OFF-PA-10011140,Office Supplies,Paper,Beta Office Supplies,West,8,299.15,3.8,83.85,9,51,702,38,50,179490.0,beta@supplier.com
OFF-LA-10011141,Office Supplies,Labels,Beta Office Supplies,Central,10,296.24,2.4,98.37,6,58,228,39,84,298609.92,beta@supplier.com
OFF-BI-10011142,Office Supplies,Binders,Alpha Furnishings,East,3,123.17,2.0,97.02,1,44,862,11,215,317778.6,alpha@supplier.com
FUR-TA-10011143,Furniture,Tables,Omega Imports,East,6,469.48,1.4,82.14,4,44,613,15,130,732388.8,omega@supplier.com
TEC-AC-10011144,Technology,Accessories,Delta Stationery,East,3,422.39,3.1,99.64,10,92,665,50,328,1662527.04,delta@supplier.com
FUR-BO-10011145,Furniture,Bookcases,Omega Imports,South,6,347.72,3.7,90.39,3,10,159,1,418,1744163.52,omega@supplier.com
FUR-CH-10011146,Furniture,Chairs,Omega Imports,Central,5,343.77,1.2,80.91,9,70,912,22,430,1773853.2,omega@supplier.com
FUR-CH-10011147,Furniture,Chairs,Beta Office Supplies,East,6,31.34,1.5,96.7,2,83,879,33,351,132004.08,beta@supplier.com
FUR-TA-10011148,Furniture,Tables,Delta Stationery,South,7,153.68,1.3,91.79,6,83,726,14,276,508988.16,delta@supplier.com
OFF-PA-10011149,Office Supplies,Paper,Delta Stationery,West,10,482.2,2.5,96.47,2,21,887,10,375,2169900.0,delta@supplier.com
TEC-PH-10011150,Technology,Phones,Gamma Electronics,East,2,379.33,2.5,98.21,6,75,600,35,132,600858.72,gamma@supplier.com
FUR-TA-10011151,Furniture,Tables,Beta Office Supplies,Central,2,141.4,2.5,94.08,8,55,256,8,388,658358.4,beta@supplier.com
TEC-MA-10011152,Technology,Machines,Omega Imports,South,5,426.41,2.1,84.92,10,66,483,11,326,1668115.92,omega@supplier.com
TEC-PH-10011153,Technology,Phones,Delta Stationery,South,10,253.4,4.6,82.24,9,21,973,50,260,790608.0,delta@supplier.com
TEC-MA-10011154,Technology,Machines,Omega Imports,North,5,29.31,4.8,95.1,2,48,797,26,492,173046.24,omega@supplier.com
FUR-TA-10011155,Furniture,Tables,Gamma Electronics,North,10,306.16,1.1,89.29,5,59,525,14,137,503327.04,gamma@supplier.com
TEC-MA-10011156,Technology,Machines,Omega Imports,West,8,132.35,3.8,86.24,5,37,673,23,458,727395.6,omega@supplier.com
OFF-BI-10011157,Office Supplies,Binders,Omega Imports,Central,5,387.98,4.8,85.29,5,81,254,45,117,544723.92,omega@supplier.com
OFF-LA-10011158,Office Supplies,Labels,Gamma Electronics,South,4,176.53,4.3,84.24,1,15,814,1,209,442737.24,gamma@supplier.com
TEC-PH-10011159,Technology,Phones,Gamma Electronics,East,7,304.2,1.7,94.52,9,19,150,31,387,1412704.8,gamma@supplier.com
FUR-TA-10011160,Furniture,Tables,Beta Office Supplies,South,7,366.53,4.4,83.74,5,13,909,1,259,1139175.24,beta@supplier.com
TEC-MA-10011161,Technology,Machines,Delta Stationery,Central,3,86.9,2.5,85.71,2,52,178,38,328,342038.4,delta@supplier.com
OFF-BI-10011162,Office Supplies,Binders,Gamma Electronics,North,8,79.03,4.4,82.83,8,90,791,18,294,278817.84,gamma@supplier.com
OFF-BI-10011163,Office Supplies,Binders,Gamma Electronics,East,3,95.52,4.1,98.87,2,90,164,43,54,61896.96,gamma@supplier.com
FUR-BO-10011164,Furniture,Bookcases,Delta Stationery,Central,2,387.21,4.7,89.17,4,32,640,38,43,199800.36,delta@supplier.com
TEC-PH-10011165,Technology,Phones,Delta Stationery,Central,5,412.75,1.1,87.6,1,38,544,19,294,1456182.0,delta@supplier.com
FUR-BO-10011166,Furniture,Bookcases,Delta Stationery,South,10,182.28,3.9,83.08,1,74,795,11,27,59058.72,delta@supplier.com
TEC-MA-10011167,Technology,Machines,Gamma Electronics,North,9,290.86,4.1,90.1,10,96,677,44,226,788812.32,gamma@supplier.com
FUR-TA-10011168,Furniture,Tables,Gamma Electronics,South,9,101.33,3.9,99.46,3,48,872,47,320,389107.2,gamma@supplier.com
OFF-AR-10011169,Office Supplies,Art,Beta Office Supplies,North,10,13.02,1.5,81.45,6,25,924,36,401,62652.24,beta@supplier.com
FUR-CH-10011170,Furniture,Chairs,Beta Office Supplies,South,8,370.12,2.3,80.83,8,61,970,4,62,275369.28,beta@supplier.com
FUR-BO-10011171,Furniture,Bookcases,Alpha Furnishings,West,6,253.39,4.5,96.57,8,57,317,35,120,364881.6,alpha@supplier.com
OFF-AR-10011172,Office Supplies,Art,Omega Imports,West,9,320.35,2.7,95.08,3,32,857,39,157,603539.4,omega@supplier.com
FUR-TA-10011173,Furniture,Tables,Omega Imports,West,4,67.81,1.7,90.07,6,48,460,26,369,300262.68,omega@supplier.com
TEC-AC-10011174,Technology,Accessories,Gamma Electronics,East,4,13.99,4.7,84.72,4,96,723,16,195,32736.6,gamma@supplier.com
TEC-MA-10011175,Technology,Machines,Delta Stationery,West,6,478.75,4.6,90.21,2,27,522,43,309,1775205.0,delta@supplier.com
FUR-TA-10011176,Furniture,Tables,Gamma Electronics,East,2,239.98,2.5,99.58,6,19,849,45,333,958960.08,gamma@supplier.com
FUR-BO-10011177,Furniture,Bookcases,Alpha Furnishings,North,10,484.1,1.6,86.53,8,13,377,49,360,2091312.0,alpha@supplier.com
OFF-BI-10011178,Office Supplies,Binders,Alpha Furnishings,South,2,437.44,5.0,86.75,9,42,473,3,216,1133844.48,alpha@supplier.com
FUR-TA-10011179,Furniture,Tables,Beta Office Supplies,East,2,40.52,3.8,95.3,2,49,741,21,485,235826.4,beta@supplier.com
FUR-BO-10011180,Furniture,Bookcases,Beta Office Supplies,North,6,49.39,2.2,86.72,6,20,467,15,269,159430.92,beta@supplier.com
OFF-AR-10011181,Office Supplies,Art,Delta Stationery,East,5,214.02,2.7,94.33,8,59,510,27,220,565012.8,delta@supplier.com
FUR-CH-10011182,Furniture,Chairs,Gamma Electronics,Central,6,200.15,4.1,98.88,4,23,650,20,208,499574.4,gamma@supplier.com
TEC-PH-10011183,Technology,Phones,Gamma Electronics,South,6,217.84,4.2,96.02,10,59,181,32,255,666590.4,gamma@supplier.com
FUR-TA-10011184,Furniture,Tables,Beta Office Supplies,East,9,361.53,2.1,96.26,3,41,104,19,493,2138811.48,beta@supplier.com
TEC-MA-10011185,Technology,Machines,Beta Office Supplies,North,9,370.08,3.3,85.64,2,94,193,40,367,1629832.32,beta@supplier.com
TEC-AC-10011186,Technology,Accessories,Alpha Furnishings,South,10,99.46,1.0,99.83,1,81,652,44,55,65643.6,alpha@supplier.com
OFF-AR-10011187,Office Supplies,Art,Omega Imports,Central,10,327.25,1.4,99.63,4,71,741,32,420,1649340.0,omega@supplier.com
TEC-AC-10011188,Technology,Accessories,Gamma Electronics,West,2,12.73,1.5,82.99,3,28,546,23,395,60340.2,gamma@supplier.com
OFF-PA-10011189,Office Supplies,Paper,Alpha Furnishings,South,8,480.99,4.4,81.6,8,41,257,47,52,300137.76,alpha@supplier.com
FUR-BO-10011190,Furniture,Bookcases,Beta Office Supplies,South,9,70.19,2.0,87.12,6,27,759,8,107,90123.96,beta@supplier.com
TEC-MA-10011191,Technology,Machines,Delta Stationery,West,7,166.33,3.7,94.83,5,96,804,17,54,107781.84,delta@supplier.com
TEC-AC-10011192,Technology,Accessories,Beta Office Supplies,North,4,276.66,4.1,94.57,7,89,246,33,402,1334607.84,beta@supplier.com
FUR-CH-10011193,Furniture,Chairs,Gamma Electronics,West,9,70.42,3.4,84.31,5,21,377,23,186,157177.44,gamma@supplier.com
TEC-AC-10011194,Technology,Accessories,Alpha Furnishings,North,3,95.0,1.7,92.91,4,82,212,39,14,15960.0,alpha@supplier.com
TEC-PH-10011195,Technology,Phones,Delta Stationery,Central,7,424.78,1.1,83.96,7,14,831,18,443,2258130.48,delta@supplier.com
TEC-MA-10011196,Technology,Machines,Delta Stationery,North,9,406.36,3.5,95.36,3,83,437,48,82,399858.24,delta@supplier.com
OFF-BI-10011197,Office Supplies,Binders,Omega Imports,East,2,47.81,3.1,92.81,7,33,507,35,146,83763.12,omega@supplier.com
TEC-MA-10011198,Technology,Machines,Beta Office Supplies,North,2,246.35,3.5,96.71,6,16,671,46,144,425692.8,beta@supplier.com
TEC-MA-10011199,Technology,Machines,Gamma Electronics,South,3,347.13,3.7,96.18,8,95,861,5,398,1657892.88,gamma@supplier.com
OFF-LA-10011200,Office Supplies,Labels,Alpha Furnishings,South,6,359.58,3.1,89.15,3,11,565,3,453,1954676.88,alpha@supplier.com
TEC-PH-10011201,Technology,Phones,Beta Office Supplies,East,2,40.68,4.4,96.02,3,78,441,34,257,125457.12,beta@supplier.com
OFF-LA-10011202,Office Supplies,Labels,Alpha Furnishings,West,5,191.06,1.1,99.92,10,73,927,33,318,729084.96,alpha@supplier.com
TEC-AC-10011203,Technology,Accessories,Omega Imports,West,10,442.93,3.5,97.52,4,44,502,15,271,1440408.36,omega@supplier.com
FUR-BO-10011204,Furniture,Bookcases,Beta Office Supplies,Central,9,112.52,4.1,83.93,4,22,470,49,157,211987.68,beta@supplier.com
OFF-PA-10011205,Office Supplies,Paper,Beta Office Supplies,East,8,307.54,2.6,87.97,3,45,526,23,60,221428.8,beta@supplier.com
FUR-BO-10011206,Furniture,Bookcases,Omega Imports,Central,4,391.18,1.0,83.29,3,13,747,12,477,2239114.32,omega@supplier.com
TEC-AC-10011207,Technology,Accessories,Gamma Electronics,Central,9,257.66,2.6,86.76,4,95,849,12,360,1113091.2,gamma@supplier.com
OFF-AR-10011208,Office Supplies,Art,Omega Imports,South,9,88.41,3.0,88.85,1,58,834,31,204,216427.68,omega@supplier.com
FUR-TA-10011209,Furniture,Tables,Gamma Electronics,North,6,188.85,2.5,99.63,5,71,887,27,274,620938.8,gamma@supplier.com
OFF-BI-10011210,Office Supplies,Binders,Omega Imports,Central,2,90.37,4.9,90.83,6,71,260,47,56,60728.64,omega@supplier.com
FUR-TA-10011211,Furniture,Tables,Beta Office Supplies,West,6,311.71,2.4,81.82,2,48,336,27,360,1346587.2,beta@supplier.com
FUR-CH-10011212,Furniture,Chairs,Delta Stationery,South,10,181.53,4.5,84.16,4,44,293,29,10,21783.6,delta@supplier.com
OFF-PA-10011213,Office Supplies,Paper,Beta Office Supplies,Central,2,41.68,2.1,94.43,7,84,472,9,47,23507.52,beta@supplier.com
FUR-TA-10011214,Furniture,Tables,Omega Imports,Central,9,405.39,3.2,99.48,1,87,543,29,366,1780472.88,omega@supplier.com
TEC-AC-10011215,Technology,Accessories,Delta Stationery,West,8,103.93,4.0,93.63,3,53,798,6,366,456460.56,delta@supplier.com
TEC-AC-10011216,Technology,Accessories,Delta Stationery,East,2,220.19,1.7,91.6,3,67,323,11,77,203455.56,delta@supplier.com
FUR-TA-10011217,Furniture,Tables,Beta Office Supplies,South,10,454.35,2.0,80.43,8,59,738,23,427,2328089.4,beta@supplier.com
FUR-BO-10011218,Furniture,Bookcases,Alpha Furnishings,East,2,466.15,3.3,85.78,4,42,752,29,205,1146729.0,alpha@supplier.com
OFF-LA-10011219,Office Supplies,Labels,Delta Stationery,West,10,239.04,3.6,85.23,5,71,145,19,141,404455.68,delta@supplier.com
TEC-PH-10011220,Technology,Phones,Omega Imports,East,9,132.27,4.3,95.84,9,82,146,7,155,246022.2,omega@supplier.com
OFF-AR-10011221,Office Supplies,Art,Delta Stationery,North,5,86.57,3.1,88.37,2,30,748,2,276,286719.84,delta@supplier.com
TEC-PH-10011222,Technology,Phones,Alpha Furnishings,West,9,20.56,4.8,96.56,6,60,817,47,369,91039.68,alpha@supplier.com
OFF-BI-10011223,Office Supplies,Binders,Beta Office Supplies,West,10,134.29,3.9,96.92,3,18,531,48,95,153090.6,beta@supplier.com
TEC-PH-10011224,Technology,Phones,Alpha Furnishings,North,3,10.04,1.6,96.59,2,38,768,23,223,26867.04,alpha@supplier.com
TEC-MA-10011225,Technology,Machines,Alpha Furnishings,Central,9,460.59,4.8,92.77,1,53,313,36,481,2658525.48,alpha@supplier.com
TEC-PH-10011226,Technology,Phones,Omega Imports,East,5,498.34,2.8,91.72,7,31,743,27,490,2930239.2,omega@supplier.com
OFF-BI-10011227,Office Supplies,Binders,Beta Office Supplies,West,8,168.35,1.6,94.29,9,24,996,34,95,191919.0,beta@supplier.com
TEC-PH-10011228,Technology,Phones,Omega Imports,East,9,156.15,1.2,80.43,3,16,685,18,104,194875.2,omega@supplier.com
OFF-AR-10011229,Office Supplies,Art,Omega Imports,South,4,20.38,3.0,83.45,8,12,665,9,259,63341.04,omega@supplier.com
OFF-LA-10011230,Office Supplies,Labels,Beta Office Supplies,East,6,37.32,3.9,96.71,9,91,159,40,47,21048.48,beta@supplier.com
TEC-AC-10011231,Technology,Accessories,Delta Stationery,West,7,416.8,2.4,96.95,10,43,601,38,225,1125360.0,delta@supplier.com
OFF-AR-10011232,Office Supplies,Art,Alpha Furnishings,North,7,485.27,1.4,95.52,7,16,800,34,261,1519865.64,alpha@supplier.com
OFF-PA-10011233,Office Supplies,Paper,Beta Office Supplies,Central,10,395.83,3.5,94.48,9,55,107,15,115,546245.4,beta@supplier.com
OFF-AR-10011234,Office Supplies,Art,Delta Stationery,Central,2,254.25,4.4,82.29,1,10,837,10,427,1302777.0,delta@supplier.com
TEC-PH-10011235,Technology,Phones,Gamma Electronics,South,5,43.56,1.6,92.64,1,18,958,49,432,225815.04,gamma@supplier.com
TEC-MA-10011236,Technology,Machines,Beta Office Supplies,Central,6,496.81,2.9,95.32,3,23,711,31,417,2486037.24,beta@supplier.com
OFF-BI-10011237,Office Supplies,Binders,Gamma Electronics,North,4,367.69,3.9,89.3,3,38,600,21,221,975113.88,gamma@supplier.com
FUR-CH-10011238,Furniture,Chairs,Alpha Furnishings,East,5,419.96,4.6,87.21,9,38,886,32,402,2025887.04,alpha@supplier.com
TEC-MA-10011239,Technology,Machines,Alpha Furnishings,South,7,345.19,3.5,88.6,5,38,829,18,379,1569924.12,alpha@supplier.com
OFF-AR-10011240,Office Supplies,Art,Omega Imports,North,3,368.28,2.7,84.98,9,47,399,12,414,1829615.04,omega@supplier.com
OFF-LA-10011241,Office Supplies,Labels,Beta Office Supplies,West,4,185.49,4.7,80.47,8,33,792,48,148,329430.24,beta@supplier.com
TEC-MA-10011242,Technology,Machines,Gamma Electronics,East,6,218.01,4.8,87.85,3,58,807,17,362,947035.44,gamma@supplier.com
FUR-TA-10011243,Furniture,Tables,Beta Office Supplies,Central,6,119.74,3.8,81.16,3,100,650,9,487,699760.56,beta@supplier.com
OFF-BI-10011244,Office Supplies,Binders,Gamma Electronics,West,7,259.81,2.7,83.64,9,87,398,37,400,1247088.0,gamma@supplier.com
FUR-TA-10011245,Furniture,Tables,Beta Office Supplies,West,8,242.1,1.5,96.81,7,11,139,19,33,95871.6,beta@supplier.com
OFF-AR-10011246,Office Supplies,Art,Omega Imports,Central,8,163.04,1.0,90.97,8,14,341,29,151,295428.48,omega@supplier.com
TEC-PH-10011247,Technology,Phones,Alpha Furnishings,North,2,395.33,4.5,88.5,3,21,992,25,400,1897584.0,alpha@supplier.com
FUR-CH-10011248,Furniture,Chairs,Delta Stationery,North,3,395.51,3.8,84.48,1,70,322,19,464,2202199.68,delta@supplier.com
FUR-CH-10011249,Furniture,Chairs,Gamma Electronics,West,8,134.9,3.9,95.77,4,65,958,16,272,440313.6,gamma@supplier.com
OFF-LA-10011250,Office Supplies,Labels,Delta Stationery,Central,9,341.43,2.1,90.01,7,41,107,3,21,86040.36,delta@supplier.com
OFF-PA-10011251,Office Supplies,Paper,Omega Imports,South,10,345.87,2.3,93.09,10,60,678,27,82,340336.08,omega@supplier.com
TEC-PH-10011252,Technology,Phones,Alpha Furnishings,South,4,344.61,2.3,81.93,8,64,411,15,174,719545.68,alpha@supplier.com
OFF-AR-10011253,Office Supplies,Art,Delta Stationery,South,6,404.47,1.1,81.5,2,65,317,3,284,1378433.76,delta@supplier.com
FUR-BO-10011254,Furniture,Bookcases,Beta Office Supplies,North,7,361.49,1.3,84.71,5,40,217,6,189,819859.32,beta@supplier.com
FUR-BO-10011255,Furniture,Bookcases,Alpha Furnishings,East,10,443.65,3.2,80.18,6,89,213,4,407,2166786.6,alpha@supplier.com
OFF-PA-10011256,Office Supplies,Paper,Beta Office Supplies,West,9,268.74,4.1,95.01,5,34,645,29,343,1106133.84,beta@supplier.com
OFF-BI-10011257,Office Supplies,Binders,Delta Stationery,East,3,435.0,3.7,91.78,2,10,337,36,278,1451160.0,delta@supplier.com
TEC-PH-10011258,Technology,Phones,Alpha Furnishings,West,3,305.05,4.9,89.8,10,82,634,12,368,1347100.8,alpha@supplier.com
FUR-BO-10011259,Furniture,Bookcases,Alpha Furnishings,West,2,376.27,3.1,96.3,6,32,731,25,142,641164.08,alpha@supplier.com
OFF-LA-10011260,Office Supplies,Labels,Gamma Electronics,East,10,185.64,4.8,99.15,4,87,285,2,160,356428.8,gamma@supplier.com
TEC-MA-10011261,Technology,Machines,Beta Office Supplies,East,6,350.75,1.2,97.53,5,28,248,22,235,989115.0,beta@supplier.com
TEC-MA-10011262,Technology,Machines,Alpha Furnishings,North,2,91.99,1.7,95.75,7,26,106,44,53,58505.64,alpha@supplier.com
OFF-LA-10011263,Office Supplies,Labels,Delta Stationery,North,5,350.39,2.1,99.81,6,61,211,40,179,752637.72,delta@supplier.com
FUR-BO-10011264,Furniture,Bookcases,Alpha Furnishings,South,4,120.49,4.5,95.84,2,45,523,22,370,534975.6,alpha@supplier.com
FUR-BO-10011265,Furniture,Bookcases,Omega Imports,West,2,345.59,1.9,97.2,9,96,292,26,498,2065245.84,omega@supplier.com
TEC-PH-10011266,Technology,Phones,Gamma Electronics,East,6,362.65,3.0,92.34,4,75,625,15,20,87036.0,gamma@supplier.com
FUR-CH-10011267,Furniture,Chairs,Omega Imports,North,9,190.87,3.0,82.8,7,38,865,19,294,673389.36,omega@supplier.com
OFF-LA-10011268,Office Supplies,Labels,Omega Imports,East,5,487.93,2.9,89.74,5,49,591,23,380,2224960.8,omega@supplier.com
FUR-TA-10011269,Furniture,Tables,Alpha Furnishings,East,5,14.75,4.9,92.04,6,48,324,39,65,11505.0,alpha@supplier.com
FUR-TA-10011270,Furniture,Tables,Omega Imports,Central,2,278.23,2.2,82.25,2,64,172,43,111,370602.36,omega@supplier.com
OFF-AR-10011271,Office Supplies,Art,Delta Stationery,East,5,45.93,2.8,96.93,8,61,105,11,101,55667.16,delta@supplier.com
FUR-CH-10011272,Furniture,Chairs,Gamma Electronics,East,7,199.02,3.6,96.49,4,36,354,41,268,640048.32,gamma@supplier.com
OFF-AR-10011273,Office Supplies,Art,Gamma Electronics,West,9,410.09,4.2,81.53,3,18,924,46,390,1919221.2,gamma@supplier.com
OFF-AR-10011274,Office Supplies,Art,Alpha Furnishings,Central,8,187.39,5.0,95.84,4,56,829,9,39,87698.52,alpha@supplier.com
OFF-LA-10011275,Office Supplies,Labels,Beta Office Supplies,West,5,25.8,2.2,83.3,1,73,984,24,402,124459.2,beta@supplier.com
OFF-AR-10011276,Office Supplies,Art,Beta Office Supplies,South,7,320.33,2.8,82.83,9,77,633,28,75,288297.0,beta@supplier.com
TEC-PH-10011277,Technology,Phones,Gamma Electronics,North,7,445.74,2.9,92.29,5,22,640,31,349,1866759.12,gamma@supplier.com
TEC-AC-10011278,Technology,Accessories,Delta Stationery,East,5,297.04,3.8,80.52,8,46,613,1,97,345754.56,delta@supplier.com
TEC-PH-10011279,Technology,Phones,Omega Imports,West,7,180.74,1.1,94.4,3,28,596,23,430,932618.4,omega@supplier.com
FUR-CH-10011280,Furniture,Chairs,Beta Office Supplies,North,2,323.07,5.0,85.33,4,18,382,31,171,662939.64,beta@supplier.com
OFF-BI-10011281,Office Supplies,Binders,Delta Stationery,South,3,331.86,1.4,96.91,1,33,207,49,444,1768150.08,delta@supplier.com
OFF-PA-10011282,Office Supplies,Paper,Delta Stationery,East,2,267.36,3.5,90.18,5,30,709,22,375,1203120.0,delta@supplier.com
TEC-AC-10011283,Technology,Accessories,Alpha Furnishings,Central,7,140.06,4.9,99.71,8,74,180,26,168,282360.96,alpha@supplier.com
OFF-PA-10011284,Office Supplies,Paper,Alpha Furnishings,South,3,71.81,1.7,92.53,8,81,395,21,35,30160.2,alpha@supplier.com
OFF-BI-10011285,Office Supplies,Binders,Omega Imports,North,3,137.88,1.7,91.37,7,70,929,43,132,218401.92,omega@supplier.com
FUR-TA-10011286,Furniture,Tables,Gamma Electronics,North,4,270.19,2.4,80.18,6,89,492,27,51,165356.28,gamma@supplier.com
OFF-PA-10011287,Office Supplies,Paper,Omega Imports,North,8,233.83,1.7,85.16,7,21,114,28,27,75760.92,omega@supplier.com
OFF-BI-10011288,Office Supplies,Binders,Delta Stationery,West,2,453.87,3.4,99.71,6,23,286,44,446,2429112.24,delta@supplier.com
OFF-LA-10011289,Office Supplies,Labels,Omega Imports,North,9,429.69,1.8,89.06,1,95,462,41,284,1464383.52,omega@supplier.com
FUR-TA-10011290,Furniture,Tables,Beta Office Supplies,East,5,95.06,4.8,88.3,1,74,281,7,478,545264.16,beta@supplier.com
FUR-BO-10011291,Furniture,Bookcases,Alpha Furnishings,East,4,401.93,3.2,86.15,7,67,633,35,206,993570.96,alpha@supplier.com
FUR-BO-10011292,Furniture,Bookcases,Omega Imports,East,4,40.99,4.5,82.82,1,18,756,27,305,150023.4,omega@supplier.com
FUR-BO-10011293,Furniture,Bookcases,Delta Stationery,South,2,89.63,4.8,95.45,6,95,920,49,355,381823.8,delta@supplier.com
OFF-BI-10011294,Office Supplies,Binders,Delta Stationery,Central,2,183.12,3.4,91.11,8,73,145,8,238,522990.72,delta@supplier.com
TEC-MA-10011295,Technology,Machines,Beta Office Supplies,East,6,488.57,2.7,94.41,1,68,215,31,154,902877.36,beta@supplier.com
TEC-AC-10011296,Technology,Accessories,Delta Stationery,West,9,267.23,4.6,83.81,7,45,492,15,197,631731.72,delta@supplier.com
TEC-AC-10011297,Technology,Accessories,Delta Stationery,Central,2,308.52,1.9,84.26,2,83,102,3,154,570144.96,delta@supplier.com
TEC-PH-10011298,Technology,Phones,Delta Stationery,Central,8,485.65,2.4,80.33,7,69,125,5,408,2377742.4,delta@supplier.com
TEC-MA-10011299,Technology,Machines,Omega Imports,South,8,195.53,4.0,91.1,6,33,967,23,228,534970.08,omega@supplier.com
OFF-BI-10011300,Office Supplies,Binders,Beta Office Supplies,Central,3,62.87,4.8,89.12,10,85,884,19,366,276125.04,beta@supplier.com
OFF-LA-10011301,Office Supplies,Labels,Delta Stationery,West,7,77.42,1.6,97.22,9,39,519,50,99,91974.96,delta@supplier.com
OFF-BI-10011302,Office Supplies,Binders,Alpha Furnishings,South,4,50.21,3.4,87.29,8,48,252,21,182,109658.64,alpha@supplier.com
TEC-MA-10011303,Technology,Machines,Alpha Furnishings,West,6,267.9,1.0,84.29,4,37,425,16,207,665463.6,alpha@supplier.com
TEC-PH-10011304,Technology,Phones,Omega Imports,North,5,142.19,4.9,82.53,5,51,477,8,104,177453.12,omega@supplier.com
OFF-AR-10011305,Office Supplies,Art,Omega Imports,South,3,371.36,3.5,88.53,2,39,884,45,230,1024953.6,omega@supplier.com
OFF-AR-10011306,Office Supplies,Art,Alpha Furnishings,East,5,208.1,3.7,99.48,4,25,935,24,141,352105.2,alpha@supplier.com
TEC-MA-10011307,Technology,Machines,Gamma Electronics,East,6,165.27,3.2,90.84,5,66,965,18,490,971787.6,gamma@supplier.com
OFF-PA-10011308,Office Supplies,Paper,Delta Stationery,South,10,430.51,3.0,89.91,9,70,976,3,262,1353523.44,delta@supplier.com
OFF-LA-10011309,Office Supplies,Labels,Omega Imports,West,9,405.23,1.8,90.92,5,85,116,37,488,2373026.88,omega@supplier.com
OFF-LA-10011310,Office Supplies,Labels,Alpha Furnishings,Central,7,475.89,3.3,99.13,7,39,856,28,214,1222085.52,alpha@supplier.com
TEC-MA-10011311,Technology,Machines,Beta Office Supplies,West,6,212.34,3.0,93.23,4,82,327,24,167,425529.36,beta@supplier.com
TEC-AC-10011312,Technology,Accessories,Beta Office Supplies,West,7,416.88,2.3,89.98,10,100,821,30,366,1830936.96,beta@supplier.com
TEC-AC-10011313,Technology,Accessories,Omega Imports,Central,6,126.71,2.5,89.46,9,28,794,49,220,334514.4,omega@supplier.com
TEC-AC-10011314,Technology,Accessories,Delta Stationery,South,10,297.94,2.3,83.01,3,55,571,50,469,1676806.32,delta@supplier.com
OFF-BI-10011315,Office Supplies,Binders,Gamma Electronics,East,2,303.04,2.6,85.5,3,48,560,15,331,1203674.88,gamma@supplier.com
FUR-TA-10011316,Furniture,Tables,Alpha Furnishings,South,6,289.4,4.8,97.63,6,62,485,36,56,194476.8,alpha@supplier.com
OFF-PA-10011317,Office Supplies,Paper,Beta Office Supplies,Central,9,266.57,4.2,86.68,4,81,830,1,165,527808.6,beta@supplier.com
FUR-TA-10011318,Furniture,Tables,Gamma Electronics,East,2,459.03,1.4,85.63,5,46,362,45,480,2644012.8,gamma@supplier.com
TEC-MA-10011319,Technology,Machines,Beta Office Supplies,East,10,294.57,3.7,97.58,4,17,845,10,60,212090.4,beta@supplier.com
TEC-PH-10011320,Technology,Phones,Gamma Electronics,South,7,216.18,4.0,87.57,8,49,567,8,396,1027287.36,gamma@supplier.com
OFF-LA-10011321,Office Supplies,Labels,Alpha Furnishings,South,2,177.68,4.1,81.29,9,78,158,10,116,247330.56,alpha@supplier.com
FUR-TA-10011322,Furniture,Tables,Omega Imports,South,5,215.84,3.1,93.51,6,53,861,23,206,533556.48,omega@supplier.com
